vehicle_journey_code,days_of_week,bank_holidays_operation,bank_holidays_non_operation,source_file
VJ_21-404-_-y05-6-36-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-37-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-38-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-39-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-40-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-41-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-42-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-43-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-44-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-45-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-46-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-47-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-48-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-49-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-50-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-51-Sa,Saturday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-1-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-2-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-3-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-4-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-5-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-6-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-7-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-8-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-9-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-12-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-13-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-17-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-20-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-23-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-26-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-29-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-32-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-35-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-38-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-41-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-42-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-43-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-44-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-45-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-46-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-47-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-86-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-87-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-88-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-89-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-90-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-91-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-92-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-94-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-95-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-96-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-99-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-103-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-105-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-107-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-109-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-111-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-113-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-115-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-117-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-119-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-120-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-121-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-122-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-123-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-6-124-Su,Sunday,,,tfl_21-404-_-y05-6_qyPH39c.xml
VJ_21-404-_-y05-7-1-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-2-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-3-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-4-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-5-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-6-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-7-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-8-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-9-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-10-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-11-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-12-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-13-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-14-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-15-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-16-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-17-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-18-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-19-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-20-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-21-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-22-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-23-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-24-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-25-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-26-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-27-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-28-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-29-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-30-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-31-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-32-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-33-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-34-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-35-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-36-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-37-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-38-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-39-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-40-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-41-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-42-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-43-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-44-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-45-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-46-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-47-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-48-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-49-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-50-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-51-Sa,Saturday,,,tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-1-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-2-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-3-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-4-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-5-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-6-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-7-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-8-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-9-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-12-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-13-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-16-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-18-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-20-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-22-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-24-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-26-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-28-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-30-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-32-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-33-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-34-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-35-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-36-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-37-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-38-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-60-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-61-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-62-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-63-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-64-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-65-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-66-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-68-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-69-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-70-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-73-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-76-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-77-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-78-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-79-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-80-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-81-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-82-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-83-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-84-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-85-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-86-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-87-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
VJ_21-404-_-y05-7-88-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-404-_-y05-7.xml
