vehicle_journey_code,days_of_week,bank_holidays_operation,bank_holidays_non_operation,source_file
VJ_21-R68-_-y05-58885-118-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-119-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-120-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-121-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-122-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-123-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-124-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-125-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-126-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-127-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-128-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-129-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-130-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-131-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-132-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-133-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-134-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-135-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-136-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-137-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-138-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-139-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-140-MF,"Monday,Tuesday,Wednesday,Thursday,Friday",,"ChristmasDay,BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885.xml
VJ_21-R68-_-y05-58885-1-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-2-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-3-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-4-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-5-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-6-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-7-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-8-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-9-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-10-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-11-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-12-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-13-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-14-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-15-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-16-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-17-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-18-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-19-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-20-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-21-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-22-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-23-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-24-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-25-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-26-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-27-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-28-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-29-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-30-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-31-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-32-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-33-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-34-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-35-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-36-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-37-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-38-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-39-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-40-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-41-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-42-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-43-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-44-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-45-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-46-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-47-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-48-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-49-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-50-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-51-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-52-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-53-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-54-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-55-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-56-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-57-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-58-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-59-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-60-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-61-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-62-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-63-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-64-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-65-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-66-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-67-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-68-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-69-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-70-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-71-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-72-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-73-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-74-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-75-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-76-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-77-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-78-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-79-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-80-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-81-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-82-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-83-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-84-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-85-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-86-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-87-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-88-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-89-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-90-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-91-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-92-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-93-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-94-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-95-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-96-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-97-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-98-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-99-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-100-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-101-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-102-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-103-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-104-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-105-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-106-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-107-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-108-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-109-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-110-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-111-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-112-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-113-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-114-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-115-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-116-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-117-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-118-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-119-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-120-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-121-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-122-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-123-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-124-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-125-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-126-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-127-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-128-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-129-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-130-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-131-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-132-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-133-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-134-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-135-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-136-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-137-Sa,Saturday,,,tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-1-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-2-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-3-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-4-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-5-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-6-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-7-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-8-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-9-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
VJ_21-R68-_-y05-58885-10-Su,Sunday,"BoxingDay,GoodFriday,NewYearsDay,LateSummerBankHolidayNotScotland,MayDay,EasterMonday,SpringBank","ChristmasDay,ChristmasDayHoliday,BoxingDayHoliday,NewYearsDayHoliday,ChristmasEve,NewYearsEve",tfl_21-R68-_-y05-58885_glMYlIz.xml
